codes
"B       MT0824300000000 Grand Junction, CO Metropolitan Statistical Area        0       T       775"
"B       MT0824540000000 Greeley, CO Metropolitan Statistical Area       0       T       776"
"B       MT0839380000000 Pueblo, CO Metropolitan Statistical Area        0       T       777"
"B       MT0971950000000 Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA      0       T       907"
"B       MT0972850000000 Danbury, CT Metropolitan NECTA  0       T       908"
"B       MT0973450000000 Hartford-West Hartford-East Hartford, CT Metropolitan NECTA     0       T       909"
"B       MT0975700000000 New Haven, CT Metropolitan NECTA        0       T       910"
"B       MT0976450000000 Norwich-New London-Westerly, CT-RI Metropolitan NECTA   0       T       911"
"B       MT0978700000000 Waterbury, CT Metropolitan NECTA        0       T       912"
"B       MT1020100000000 Dover, DE Metropolitan Statistical Area 0       T       1099"
"B       MT1041540000000 Salisbury, MD-DE Metropolitan Statistical Area  0       T       1100"
"B       MT1147900000000 Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area      0       T       1111"
"B       MT1215980000000 Cape Coral-Fort Myers, FL Metropolitan Statistical Area 0       T       1118"
"B       MT1218880000000 Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area    0       T       1119"
"B       MT1219660000000 Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area    0       T       1120"
"B       MT1223540000000 Gainesville, FL Metropolitan Statistical Area   0       T       1121"
"B       MT1226140000000 Homosassa Springs, FL Metropolitan Statistical Area     0       T       1122"
"B       MT1227260000000 Jacksonville, FL Metropolitan Statistical Area  0       T       1123"
"B       MT1229460000000 Lakeland-Winter Haven, FL Metropolitan Statistical Area 0       T       1124"
"B       MT1233100000000 Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area 0       T       1125"
"B       MT1234940000000 Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area 0       T       1126"
"B       MT1235840000000 North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area 0       T       1127"
"B       MT1236100000000 Ocala, FL Metropolitan Statistical Area 0       T       1128"
"B       MT1236740000000 Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area     0       T       1129"
"B       MT1237340000000 Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area 0       T       1130"
"B       MT1237460000000 Panama City, FL Metropolitan Statistical Area   0       T       1131"
"B       MT1237860000000 Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area    0       T       1132"
"B       MT1238940000000 Port St. Lucie, FL Metropolitan Statistical Area        0       T       1133"
"B       MT1239460000000 Punta Gorda, FL Metropolitan Statistical Area   0       T       1134"
"B       MT1242680000000 Sebastian-Vero Beach, FL Metropolitan Statistical Area  0       T       1135"
"B       MT1242700000000 Sebring, FL Metropolitan Statistical Area       0       T       1136"
"B       MT1245220000000 Tallahassee, FL Metropolitan Statistical Area   0       T       1137"
"B       MT1245300000000 Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area       0       T       1138"
"B       MT1245540000000 The Villages, FL Metropolitan Statistical Area  0       T       1139"
"B       MT1310500000000 Albany, GA Metropolitan Statistical Area        0       T       1330"
"B       MT1312020000000 Athens-Clarke County, GA Metropolitan Statistical Area  0       T       1331"
"B       MT1312060000000 Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area 0       T       1332"
"B       MT1312260000000 Augusta-Richmond County, GA-SC Metropolitan Statistical Area    0       T       1333"
"B       MT1315260000000 Brunswick, GA Metropolitan Statistical Area     0       T       1334"
"B       MT1317980000000 Columbus, GA-AL Metropolitan Statistical Area   0       T       1335"
"B       MT1319140000000 Dalton, GA Metropolitan Statistical Area        0       T       1336"
"B       MT1323580000000 Gainesville, GA Metropolitan Statistical Area   0       T       1337"
"B       MT1325980000000 Hinesville, GA Metropolitan Statistical Area    0       T       1338"
"B       MT1331420000000 Macon-Bibb County, GA Metropolitan Statistical Area     0       T       1339"
"B       MT1340660000000 Rome, GA Metropolitan Statistical Area  0       T       1340"
"B       MT1342340000000 Savannah, GA Metropolitan Statistical Area      0       T       1341"
"B       MT1346660000000 Valdosta, GA Metropolitan Statistical Area      0       T       1342"
"B       MT1347580000000 Warner Robins, GA Metropolitan Statistical Area 0       T       1343"
"B       MT1527980000000 Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area       0       T       1584"
"B       MT1546520000000 Urban Honolulu, HI Metropolitan Statistical Area        0       T       1585"
"B       MT1614260000000 Boise City, ID Metropolitan Statistical Area    0       T       1594"
"B       MT1617660000000 Coeur d'Alene, ID Metropolitan Statistical Area 0       T       1595"
"B       MT1626820000000 Idaho Falls, ID Metropolitan Statistical Area   0       T       1596"
"B       MT1630300000000 Lewiston, ID-WA Metropolitan Statistical Area   0       T       1597"
"B       MT1638540000000 Pocatello, ID Metropolitan Statistical Area     0       T       1598"
"B       MT1646300000000 Twin Falls, ID Metropolitan Statistical Area    0       T       1599"
"B       MT1714010000000 Bloomington, IL Metropolitan Statistical Area   0       T       1674"
"B       MT1716060000000 Carbondale-Marion, IL Metropolitan Statistical Area     0       T       1675"
"B       MT1716580000000 Champaign-Urbana, IL Metropolitan Statistical Area      0       T       1676"
"B       MT1716980000000 Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area        0       T       1677"
"B       MT1719180000000 Danville, IL Metropolitan Statistical Area      0       T       1678"
"B       MT1719340000000 Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area       0       T       1679"
"B       MT1719500000000 Decatur, IL Metropolitan Statistical Area       0       T       1680"
"B       MT1728100000000 Kankakee, IL Metropolitan Statistical Area      0       T       1681"
"B       MT1737900000000 Peoria, IL Metropolitan Statistical Area        0       T       1682"
"B       MT1740420000000 Rockford, IL Metropolitan Statistical Area      0       T       1683"
"B       MT1744100000000 Springfield, IL Metropolitan Statistical Area   0       T       1684"
"B       MT1814020000000 Bloomington, IN Metropolitan Statistical Area   0       T       1959"
"B       MT1818020000000 Columbus, IN Metropolitan Statistical Area      0       T       1960"
"B       MT1821140000000 Elkhart-Goshen, IN Metropolitan Statistical Area        0       T       1961"
"B       MT1821780000000 Evansville, IN-KY Metropolitan Statistical Area 0       T       1962"
"B       MT1823060000000 Fort Wayne, IN Metropolitan Statistical Area    0       T       1963"
"B       MT1826900000000 Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area  0       T       1964"
"B       MT1829020000000 Kokomo, IN Metropolitan Statistical Area        0       T       1965"
"B       MT1829200000000 Lafayette-West Lafayette, IN Metropolitan Statistical Area      0       T       1966"
"B       MT1833140000000 Michigan City-La Porte, IN Metropolitan Statistical Area        0       T       1967"
"B       MT1834620000000 Muncie, IN Metropolitan Statistical Area        0       T       1968"
"B       MT1843780000000 South Bend-Mishawaka, IN-MI Metropolitan Statistical Area       0       T       1969"
"B       MT1845460000000 Terre Haute, IN Metropolitan Statistical Area   0       T       1970"
"B       MT1911180000000 Ames, IA Metropolitan Statistical Area  0       T       2140"
"B       MT1916300000000 Cedar Rapids, IA Metropolitan Statistical Area  0       T       2141"
"B       MT1919780000000 Des Moines-West Des Moines, IA Metropolitan Statistical Area    0       T       2142"
"B       MT1920220000000 Dubuque, IA Metropolitan Statistical Area       0       T       2143"
"B       MT1926980000000 Iowa City, IA Metropolitan Statistical Area     0       T       2144"
"B       MT1943580000000 Sioux City, IA-NE-SD Metropolitan Statistical Area      0       T       2145"
"B       MT1947940000000 Waterloo-Cedar Falls, IA Metropolitan Statistical Area  0       T       2146"
"B       MT2029940000000 Lawrence, KS Metropolitan Statistical Area      0       T       2301"
"B       MT2031740000000 Manhattan, KS Metropolitan Statistical Area     0       T       2302"
"B       MT2045820000000 Topeka, KS Metropolitan Statistical Area        0       T       2303"
"B       MT2048620000000 Wichita, KS Metropolitan Statistical Area       0       T       2304"
"B       MT2114540000000 Bowling Green, KY Metropolitan Statistical Area 0       T       2451"
"B       MT2121060000000 Elizabethtown-Fort Knox, KY Metropolitan Statistical Area       0       T       2452"
"B       MT2130460000000 Lexington-Fayette, KY Metropolitan Statistical Area     0       T       2453"
"B       MT2131140000000 Louisville/Jefferson County, KY-IN Metropolitan Statistical Area        0       T       2454"
"B       MT2136980000000 Owensboro, KY Metropolitan Statistical Area     0       T       2455"
"B       MT2210780000000 Alexandria, LA Metropolitan Statistical Area    0       T       2623"
"B       MT2212940000000 Baton Rouge, LA Metropolitan Statistical Area   0       T       2624"
"B       MT2225220000000 Hammond, LA Metropolitan Statistical Area       0       T       2625"
"B       MT2226380000000 Houma-Thibodaux, LA Metropolitan Statistical Area       0       T       2626"
"B       MT2229180000000 Lafayette, LA Metropolitan Statistical Area     0       T       2627"
"B       MT2229340000000 Lake Charles, LA Metropolitan Statistical Area  0       T       2628"
"B       MT2233740000000 Monroe, LA Metropolitan Statistical Area        0       T       2629"
"B       MT2235380000000 New Orleans-Metairie, LA Metropolitan Statistical Area  0       T       2630"
"B       MT2243340000000 Shreveport-Bossier City, LA Metropolitan Statistical Area       0       T       2631"
"B       MT2370750000000 Bangor, ME Metropolitan NECTA   0       T       2727"
"B       MT2374650000000 Lewiston-Auburn, ME Metropolitan NECTA  0       T       2728"
"B       MT2376750000000 Portland-South Portland, ME Metropolitan NECTA  0       T       2729"
"B       MT2412580000000 Baltimore-Columbia-Towson, MD Metropolitan Statistical Area     0       T       3299"
"B       MT2415680000000 California-Lexington Park, MD Metropolitan Statistical Area     0       T       3300"
"B       MT2419060000000 Cumberland, MD-WV Metropolitan Statistical Area 0       T       3301"
"B       MT2425180000000 Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area     0       T       3302"
"B       MT2570900000000 Barnstable Town, MA Metropolitan NECTA  0       T       3346"
"B       MT2571650000000 Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA       0       T       3347"
"B       MT2574500000000 Leominster-Gardner, MA Metropolitan NECTA       0       T       3348"
"B       MT2575550000000 New Bedford, MA Metropolitan NECTA      0       T       3349"
"B       MT2576600000000 Pittsfield, MA Metropolitan NECTA       0       T       3350"
"B       MT2578100000000 Springfield, MA-CT Metropolitan NECTA   0       T       3351"
"B       MT2579600000000 Worcester, MA-CT Metropolitan NECTA     0       T       3352"
"B       MT2611460000000 Ann Arbor, MI Metropolitan Statistical Area     0       T       3744"
"B       MT2612980000000 Battle Creek, MI Metropolitan Statistical Area  0       T       3745"
"B       MT2613020000000 Bay City, MI Metropolitan Statistical Area      0       T       3746"
"B       MT2619820000000 Detroit-Warren-Dearborn, MI Metropolitan Statistical Area       0       T       3747"
"B       MT2622420000000 Flint, MI Metropolitan Statistical Area 0       T       3748"
"B       MT2624340000000 Grand Rapids-Wyoming, MI Metropolitan Statistical Area  0       T       3749"
"B       MT2627100000000 Jackson, MI Metropolitan Statistical Area       0       T       3750"
"B       MT2628020000000 Kalamazoo-Portage, MI Metropolitan Statistical Area     0       T       3751"
"B       MT2629620000000 Lansing-East Lansing, MI Metropolitan Statistical Area  0       T       3752"
"B       MT2633220000000 Midland, MI Metropolitan Statistical Area       0       T       3753"
"B       MT2633780000000 Monroe, MI Metropolitan Statistical Area        0       T       3754"
"B       MT2634740000000 Muskegon, MI Metropolitan Statistical Area      0       T       3755"
"B       MT2635660000000 Niles-Benton Harbor, MI Metropolitan Statistical Area   0       T       3756"
"B       MT2640980000000 Saginaw, MI Metropolitan Statistical Area       0       T       3757"
"B       MT2720260000000 Duluth, MN-WI Metropolitan Statistical Area     0       T       3969"
"B       MT2731860000000 Mankato-North Mankato, MN Metropolitan Statistical Area 0       T       3970"
"B       MT2733460000000 Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area   0       T       3971"
"B       MT2740340000000 Rochester, MN Metropolitan Statistical Area     0       T       3972"
"B       MT2741060000000 St. Cloud, MN Metropolitan Statistical Area     0       T       3973"
"B       MT2825060000000 Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area    0       T       4141"
"B       MT2825620000000 Hattiesburg, MS Metropolitan Statistical Area   0       T       4142"
"B       MT2827140000000 Jackson, MS Metropolitan Statistical Area       0       T       4143"
"B       MT2916020000000 Cape Girardeau, MO-IL Metropolitan Statistical Area     0       T       4275"
"B       MT2917860000000 Columbia, MO Metropolitan Statistical Area      0       T       4276"
"B       MT2927620000000 Jefferson City, MO Metropolitan Statistical Area        0       T       4277"
"B       MT2927900000000 Joplin, MO Metropolitan Statistical Area        0       T       4278"
"B       MT2928140000000 Kansas City, MO-KS Metropolitan Statistical Area        0       T       4279"
"B       MT2941140000000 St. Joseph, MO-KS Metropolitan Statistical Area 0       T       4280"
"B       MT2941180000000 St. Louis, MO-IL Metropolitan Statistical Area  0       T       4281"
"B       MT2944180000000 Springfield, MO Metropolitan Statistical Area   0       T       4282"
"B       MT3013740000000 Billings, MT Metropolitan Statistical Area      0       T       4466"
"B       MT3024500000000 Great Falls, MT Metropolitan Statistical Area   0       T       4467"
"B       MT3033540000000 Missoula, MT Metropolitan Statistical Area      0       T       4468"
"B       MT3124260000000 Grand Island, NE Metropolitan Statistical Area  0       T       4538"
"B       MT3130700000000 Lincoln, NE Metropolitan Statistical Area       0       T       4539"
"B       MT3136540000000 Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area       0       T       4540"
"B       MT3216180000000 Carson City, NV Metropolitan Statistical Area   0       T       4656"
"B       MT3229820000000 Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area  0       T       4657"
"B       MT3239900000000 Reno, NV Metropolitan Statistical Area  0       T       4658"
"B       MT3373050000000 Dover-Durham, NH-ME Metropolitan NECTA  0       T       4691"
"B       MT3374950000000 Manchester, NH Metropolitan NECTA       0       T       4692"
"B       MT3376900000000 Portsmouth, NH-ME Metropolitan NECTA    0       T       4693"
"B       MT3412100000000 Atlantic City-Hammonton, NJ Metropolitan Statistical Area       0       T       4979"
"B       MT3436140000000 Ocean City, NJ Metropolitan Statistical Area    0       T       4980"
"B       MT3445940000000 Trenton, NJ Metropolitan Statistical Area       0       T       4981"
"B       MT3447220000000 Vineland-Bridgeton, NJ Metropolitan Statistical Area    0       T       4982"
"B       MT3510740000000 Albuquerque, NM Metropolitan Statistical Area   0       T       5117"
"B       MT3522140000000 Farmington, NM Metropolitan Statistical Area    0       T       5118"
"B       MT3529740000000 Las Cruces, NM Metropolitan Statistical Area    0       T       5119"
"B       MT3542140000000 Santa Fe, NM Metropolitan Statistical Area      0       T       5120"
"B       MT3610580000000 Albany-Schenectady-Troy, NY Metropolitan Statistical Area       0       T       5182"
"B       MT3613780000000 Binghamton, NY Metropolitan Statistical Area    0       T       5183"
"B       MT3615380000000 Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area     0       T       5184"
"B       MT3621300000000 Elmira, NY Metropolitan Statistical Area        0       T       5185"
"B       MT3624020000000 Glens Falls, NY Metropolitan Statistical Area   0       T       5186"
"B       MT3627060000000 Ithaca, NY Metropolitan Statistical Area        0       T       5187"
"B       MT3628740000000 Kingston, NY Metropolitan Statistical Area      0       T       5188"
"B       MT3635620000000 New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area     0       T       5189"
"B       MT3640380000000 Rochester, NY Metropolitan Statistical Area     0       T       5190"
"B       MT3645060000000 Syracuse, NY Metropolitan Statistical Area      0       T       5191"
"B       MT3646540000000 Utica-Rome, NY Metropolitan Statistical Area    0       T       5192"
"B       MT3648060000000 Watertown-Fort Drum, NY Metropolitan Statistical Area   0       T       5193"
"B       MT3711700000000 Asheville, NC Metropolitan Statistical Area     0       T       5389"
"B       MT3715500000000 Burlington, NC Metropolitan Statistical Area    0       T       5390"
"B       MT3716740000000 Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area 0       T       5391"
"B       MT3720500000000 Durham-Chapel Hill, NC Metropolitan Statistical Area    0       T       5392"
"B       MT3722180000000 Fayetteville, NC Metropolitan Statistical Area  0       T       5393"
"B       MT3724140000000 Goldsboro, NC Metropolitan Statistical Area     0       T       5394"
"B       MT3724660000000 Greensboro-High Point, NC Metropolitan Statistical Area 0       T       5395"
"B       MT3724780000000 Greenville, NC Metropolitan Statistical Area    0       T       5396"
"B       MT3725860000000 Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area      0       T       5397"
"B       MT3727340000000 Jacksonville, NC Metropolitan Statistical Area  0       T       5398"
"B       MT3735100000000 New Bern, NC Metropolitan Statistical Area      0       T       5399"
"B       MT3739580000000 Raleigh, NC Metropolitan Statistical Area       0       T       5400"
"B       MT3740580000000 Rocky Mount, NC Metropolitan Statistical Area   0       T       5401"
"B       MT3748900000000 Wilmington, NC Metropolitan Statistical Area    0       T       5402"
"B       MT3749180000000 Winston-Salem, NC Metropolitan Statistical Area 0       T       5403"
"B       MT3813900000000 Bismarck, ND Metropolitan Statistical Area      0       T       5610"
"B       MT3822020000000 Fargo, ND-MN Metropolitan Statistical Area      0       T       5611"
"B       MT3824220000000 Grand Forks, ND-MN Metropolitan Statistical Area        0       T       5612"
"B       MT3910420000000 Akron, OH Metropolitan Statistical Area 0       T       5683"
"B       MT3915940000000 Canton-Massillon, OH Metropolitan Statistical Area      0       T       5684"
"B       MT3917140000000 Cincinnati, OH-KY-IN Metropolitan Statistical Area      0       T       5685"
"B       MT3917460000000 Cleveland-Elyria, OH Metropolitan Statistical Area      0       T       5686"
"B       MT3918140000000 Columbus, OH Metropolitan Statistical Area      0       T       5687"
"B       MT3919380000000 Dayton, OH Metropolitan Statistical Area        0       T       5688"
"B       MT3930620000000 Lima, OH Metropolitan Statistical Area  0       T       5689"
"B       MT3931900000000 Mansfield, OH Metropolitan Statistical Area     0       T       5690"
"B       MT3944220000000 Springfield, OH Metropolitan Statistical Area   0       T       5691"
"B       MT3945780000000 Toledo, OH Metropolitan Statistical Area        0       T       5692"
"B       MT3948260000000 Weirton-Steubenville, WV-OH Metropolitan Statistical Area       0       T       5693"
"B       MT3949660000000 Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area 0       T       5694"
"B       MT4021420000000 Enid, OK Metropolitan Statistical Area  0       T       5918"
"B       MT4030020000000 Lawton, OK Metropolitan Statistical Area        0       T       5919"
"B       MT4036420000000 Oklahoma City, OK Metropolitan Statistical Area 0       T       5920"
"B       MT4046140000000 Tulsa, OK Metropolitan Statistical Area 0       T       5921"
"B       MT4110540000000 Albany, OR Metropolitan Statistical Area        0       T       6053"
"B       MT4113460000000 Bend-Redmond, OR Metropolitan Statistical Area  0       T       6054"
"B       MT4118700000000 Corvallis, OR Metropolitan Statistical Area     0       T       6055"
"B       MT4121660000000 Eugene, OR Metropolitan Statistical Area        0       T       6056"
"B       MT4124420000000 Grants Pass, OR Metropolitan Statistical Area   0       T       6057"
"B       MT4132780000000 Medford, OR Metropolitan Statistical Area       0       T       6058"
"B       MT4138900000000 Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area       0       T       6059"
"B       MT4141420000000 Salem, OR Metropolitan Statistical Area 0       T       6060"
"B       MT4210900000000 Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area 0       T       6152"
"B       MT4211020000000 Altoona, PA Metropolitan Statistical Area       0       T       6153"
"B       MT4214100000000 Bloomsburg-Berwick, PA Metropolitan Statistical Area    0       T       6154"
"B       MT4216540000000 Chambersburg-Waynesboro, PA Metropolitan Statistical Area       0       T       6155"
"B       MT4220700000000 East Stroudsburg, PA Metropolitan Statistical Area      0       T       6156"
"B       MT4221500000000 Erie, PA Metropolitan Statistical Area  0       T       6157"
"B       MT4223900000000 Gettysburg, PA Metropolitan Statistical Area    0       T       6158"
"B       MT4225420000000 Harrisburg-Carlisle, PA Metropolitan Statistical Area   0       T       6159"
"B       MT4227780000000 Johnstown, PA Metropolitan Statistical Area     0       T       6160"
"B       MT4229540000000 Lancaster, PA Metropolitan Statistical Area     0       T       6161"
"B       MT4230140000000 Lebanon, PA Metropolitan Statistical Area       0       T       6162"
"B       MT4237980000000 Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area       0       T       6163"
"B       MT4238300000000 Pittsburgh, PA Metropolitan Statistical Area    0       T       6164"
"B       MT4239740000000 Reading, PA Metropolitan Statistical Area       0       T       6165"
"B       MT4242540000000 Scranton--Wilkes-Barre--Hazleton, PA Metropolitan Statistical Area      0       T       6166"
"B       MT4244300000000 State College, PA Metropolitan Statistical Area 0       T       6167"
"B       MT4248700000000 Williamsport, PA Metropolitan Statistical Area  0       T       6168"
"B       MT4249620000000 York-Hanover, PA Metropolitan Statistical Area  0       T       6169"
"B       MT4477200000000 Providence-Warwick, RI-MA Metropolitan NECTA    0       T       6343"
"B       MT4516700000000 Charleston-North Charleston, SC Metropolitan Statistical Area   0       T       6391"
"B       MT4517900000000 Columbia, SC Metropolitan Statistical Area      0       T       6392"
"B       MT4522500000000 Florence, SC Metropolitan Statistical Area      0       T       6393"
"B       MT4524860000000 Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area   0       T       6394"
"B       MT4525940000000 Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area  0       T       6395"
"B       MT4534820000000 Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area     0       T       6396"
"B       MT4543900000000 Spartanburg, SC Metropolitan Statistical Area   0       T       6397"
"B       MT4544940000000 Sumter, SC Metropolitan Statistical Area        0       T       6398"
"B       MT4639660000000 Rapid City, SD Metropolitan Statistical Area    0       T       6490"
"B       MT4643620000000 Sioux Falls, SD Metropolitan Statistical Area   0       T       6491"
"B       MT4716860000000 Chattanooga, TN-GA Metropolitan Statistical Area        0       T       6576"
"B       MT4717300000000 Clarksville, TN-KY Metropolitan Statistical Area        0       T       6577"
"B       MT4717420000000 Cleveland, TN Metropolitan Statistical Area     0       T       6578"
"B       MT4727180000000 Jackson, TN Metropolitan Statistical Area       0       T       6579"
"B       MT4727740000000 Johnson City, TN Metropolitan Statistical Area  0       T       6580"
"B       MT4728700000000 Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area  0       T       6581"
"B       MT4728940000000 Knoxville, TN Metropolitan Statistical Area     0       T       6582"
"B       MT4732820000000 Memphis, TN-MS-AR Metropolitan Statistical Area 0       T       6583"
"B       MT4734100000000 Morristown, TN Metropolitan Statistical Area    0       T       6584"
"B       MT4734980000000 Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area    0       T       6585"
"B       MT4810180000000 Abilene, TX Metropolitan Statistical Area       0       T       6748"
"B       MT4811100000000 Amarillo, TX Metropolitan Statistical Area      0       T       6749"
"B       MT4812420000000 Austin-Round Rock, TX Metropolitan Statistical Area     0       T       6750"
"B       MT4813140000000 Beaumont-Port Arthur, TX Metropolitan Statistical Area  0       T       6751"
"B       MT4815180000000 Brownsville-Harlingen, TX Metropolitan Statistical Area 0       T       6752"
"B       MT4817780000000 College Station-Bryan, TX Metropolitan Statistical Area 0       T       6753"
"B       MT4818580000000 Corpus Christi, TX Metropolitan Statistical Area        0       T       6754"
